Tiempo;Objetos;Arquitectura;Efectos;Resolucion
137.18;65000;APU;AA-TR-RE;1920x1080
11.92;4000;APU;AA-TR-NA;1440x900
54.90;260000;APU;AA-NA-NA;1920x1080
4.09;1000;APU;NA-TR-RE;1440x900
9.59;1000;APU;AA-TR-RE;1920x1080
10.57;4000;APU;AA-TR-NA;1280x720
9.50;4000;APU;AA-NA-NA;1920x1080
36.11;65000;APU;AA-TR-NA;1440x900
10.56;16000;APU;NA-TR-RE;1280x720
3.91;1000;APU;NA-NA-RE;1440x900
18.47;65000;APU;NA-TR-RE;1280x720
21.18;4000;APU;AA-TR-RE;1440x900
11.28;16000;APU;AA-NA-NA;1440x900
65.58;16000;APU;AA-TR-RE;1920x1080
13.25;260000;APU;NA-NA-NA;1440x900
19.15;16000;APU;AA-TR-NA;1280x720
44.05;65000;APU;AA-NA-RE;1440x900
7.24;1000;APU;AA-NA-RE;1440x900
7.41;16000;APU;NA-NA-RE;1440x900
110.25;65000;APU;AA-TR-RE;1440x900
44.01;65000;APU;AA-NA-RE;1440x900
3.70;1000;APU;NA-TR-NA;1280x720
77.65;260000;APU;AA-TR-NA;1440x900
43.92;65000;APU;AA-NA-RE;1440x900
8.77;16000;APU;NA-NA-RE;1920x1080
11.81;260000;APU;NA-NA-NA;1280x720
13.95;16000;APU;AA-NA-NA;1920x1080
36.90;65000;APU;AA-TR-NA;1440x900
53.28;260000;APU;NA-TR-RE;1440x900
7.56;65000;APU;NA-NA-NA;1440x900
40.22;260000;APU;AA-NA-NA;1280x720
24.11;260000;APU;NA-NA-RE;1440x900
10.74;16000;APU;NA-TR-RE;1280x720
4.89;4000;APU;NA-NA-NA;1920x1080
16.15;65000;APU;AA-NA-NA;1280x720
92.63;260000;APU;AA-TR-NA;1920x1080
13.89;16000;APU;AA-NA-NA;1920x1080
5.56;4000;APU;NA-TR-NA;1920x1080
5.86;16000;APU;NA-NA-NA;1920x1080
22.98;65000;APU;AA-NA-NA;1920x1080
30.31;65000;APU;AA-TR-NA;1280x720
17.52;4000;APU;AA-TR-RE;1280x720
4.63;4000;APU;NA-NA-NA;1440x900
7.19;1000;APU;AA-NA-RE;1440x900
3.53;1000;APU;NA-NA-RE;1280x720
26.31;16000;APU;AA-TR-NA;1920x1080
4.09;1000;APU;NA-NA-NA;1920x1080
19.88;16000;APU;AA-TR-NA;1280x720
9.62;4000;APU;AA-NA-NA;1920x1080
55.61;65000;APU;AA-NA-RE;1920x1080
4.40;4000;APU;NA-TR-NA;1280x720
6.29;65000;APU;NA-NA-NA;1280x720
82.76;260000;APU;AA-NA-RE;1280x720
5.06;4000;APU;NA-NA-NA;1920x1080
13.59;16000;APU;NA-TR-RE;1440x900
4.24;4000;APU;NA-NA-NA;1440x900
13.26;260000;APU;NA-NA-NA;1440x900
7.81;1000;APU;AA-TR-RE;1280x720
65.00;260000;APU;NA-TR-RE;1920x1080
4.44;1000;APU;NA-TR-RE;1920x1080
4.15;1000;APU;NA-NA-NA;1920x1080
23.28;16000;APU;AA-TR-NA;1440x900
7.97;1000;APU;AA-NA-RE;1920x1080
4.53;1000;APU;NA-TR-RE;1920x1080
3.58;1000;APU;NA-NA-RE;1280x720
4.27;1000;APU;NA-TR-NA;1440x900
8.23;16000;APU;NA-TR-NA;1920x1080
14.00;4000;APU;AA-TR-NA;1920x1080
7.38;1000;APU;AA-TR-NA;1440x900
7.97;16000;APU;NA-TR-NA;1920x1080
9.28;65000;APU;NA-NA-RE;1280x720
65.93;16000;APU;AA-TR-RE;1920x1080
3.86;1000;APU;NA-NA-NA;1440x900
4.25;1000;APU;NA-TR-RE;1440x900
5.96;1000;APU;AA-NA-NA;1440x900
3.86;1000;APU;NA-TR-RE;1280x720
7.12;16000;APU;NA-TR-NA;1440x900
24.72;4000;APU;AA-TR-RE;1920x1080
19.97;4000;APU;AA-TR-RE;1440x900
11.02;4000;APU;AA-TR-NA;1280x720
4.37;4000;APU;NA-NA-NA;1440x900
7.91;1000;APU;AA-TR-NA;1920x1080
3.75;1000;APU;NA-TR-NA;1280x720
196.10;260000;APU;AA-TR-RE;1280x720
15.48;65000;APU;AA-NA-NA;1280x720
26.50;16000;APU;AA-TR-NA;1920x1080
6.40;4000;APU;NA-TR-RE;1440x900
92.67;260000;APU;AA-TR-NA;1920x1080
29.99;65000;APU;AA-TR-NA;1280x720
13.14;16000;APU;NA-TR-RE;1440x900
8.18;16000;APU;NA-TR-NA;1920x1080
44.13;65000;APU;AA-TR-NA;1920x1080
29.67;65000;APU;NA-TR-RE;1920x1080
307.32;260000;APU;AA-TR-RE;1920x1080
6.64;1000;APU;AA-NA-RE;1280x720
8.04;1000;APU;AA-TR-NA;1920x1080
135.85;65000;APU;AA-TR-RE;1920x1080
56.13;16000;APU;AA-TR-RE;1440x900
250.18;260000;APU;AA-TR-RE;1440x900
4.64;4000;APU;NA-TR-NA;1280x720
55.40;65000;APU;AA-NA-RE;1920x1080
4.61;4000;APU;NA-NA-NA;1920x1080
19.27;65000;APU;AA-NA-NA;1440x900
7.41;16000;APU;NA-TR-NA;1440x900
13.52;16000;APU;AA-NA-NA;1920x1080
30.58;16000;APU;AA-NA-RE;1920x1080
4.40;1000;APU;NA-NA-RE;1920x1080
4.66;16000;APU;NA-NA-NA;1280x720
6.75;1000;APU;AA-NA-NA;1920x1080
19.25;260000;APU;NA-TR-NA;1440x900
309.37;260000;APU;AA-TR-RE;1920x1080
14.98;4000;APU;AA-NA-RE;1920x1080
11.11;65000;APU;NA-NA-RE;1440x900
67.15;260000;APU;AA-TR-NA;1280x720
7.54;16000;APU;NA-TR-NA;1440x900
14.98;260000;APU;NA-NA-NA;1920x1080
4.02;1000;APU;NA-NA-RE;1440x900
54.64;260000;APU;AA-NA-NA;1920x1080
5.57;4000;APU;NA-NA-RE;1920x1080
5.53;4000;APU;NA-NA-RE;1920x1080
5.34;16000;APU;NA-NA-NA;1440x900
43.46;16000;APU;AA-TR-RE;1280x720
13.51;65000;APU;NA-NA-RE;1920x1080
4.68;4000;APU;NA-TR-NA;1280x720
22.46;65000;APU;AA-NA-NA;1920x1080
10.58;4000;APU;AA-NA-RE;1280x720
9.52;1000;APU;AA-TR-RE;1920x1080
7.30;1000;APU;AA-TR-NA;1440x900
55.06;260000;APU;AA-NA-NA;1920x1080
6.28;16000;APU;NA-NA-RE;1280x720
11.43;260000;APU;NA-NA-NA;1280x720
5.92;16000;APU;NA-NA-NA;1920x1080
4.10;1000;APU;NA-NA-NA;1920x1080
55.41;65000;APU;AA-NA-RE;1920x1080
4.12;1000;APU;NA-NA-RE;1920x1080
17.10;4000;APU;AA-TR-RE;1280x720
7.19;65000;APU;NA-NA-NA;1440x900
12.00;65000;APU;NA-TR-NA;1920x1080
8.08;1000;APU;AA-NA-RE;1920x1080
3.87;1000;APU;NA-TR-NA;1440x900
19.97;16000;APU;AA-TR-NA;1280x720
22.35;260000;APU;NA-TR-NA;1920x1080
11.99;260000;APU;NA-NA-NA;1280x720
9.21;65000;APU;NA-TR-NA;1280x720
11.39;16000;APU;AA-NA-NA;1440x900
6.97;4000;APU;AA-NA-NA;1280x720
65.41;260000;APU;NA-TR-RE;1920x1080
4.62;4000;APU;NA-TR-NA;1280x720
32.38;4000;GPU;AA-NA-NA;1280x720
20.18;65000;GPU;NA-TR-NA;1280x720
4.54;1000;GPU;AA-NA-RE;1280x720
55.41;260000;CPU;NA-NA-NA;1920x1080
1.78;4000;GPU;NA-NA-NA;1280x720
7.72;4000;CPU;NA-NA-RE;1440x900
17.55;4000;GPU;AA-TR-NA;1440x900
5.02;1000;CPU;NA-NA-NA;1920x1080
15.20;1000;CPU;AA-NA-NA;1280x720
3.99;1000;CPU;NA-NA-NA;1440x900
634.05;260000;CPU;AA-TR-RE;1920x1080
28.98;1000;CPU;AA-TR-RE;1920x1080
32.58;4000;CPU;AA-NA-NA;1440x900
5.57;1000;CPU;NA-TR-NA;1920x1080
28.05;65000;GPU;NA-TR-NA;1920x1080
3.09;1000;CPU;NA-NA-NA;1280x720
38.40;4000;CPU;AA-NA-RE;1440x900
103.84;260000;GPU;NA-NA-RE;1920x1080
1.62;1000;GPU;NA-TR-NA;1920x1080
49.29;65000;GPU;AA-NA-NA;1280x720
10.12;16000;CPU;NA-NA-NA;1440x900
253.77;260000;CPU;AA-TR-NA;1280x720
22.64;1000;CPU;AA-TR-NA;1440x900
3.94;1000;CPU;NA-TR-RE;1280x720
4.93;4000;CPU;NA-NA-NA;1280x720
65.62;16000;CPU;AA-TR-NA;1280x720
226.79;260000;CPU;AA-NA-NA;1440x900
8.95;4000;CPU;NA-TR-NA;1440x900
8.75;16000;GPU;NA-TR-NA;1280x720
3.13;4000;GPU;NA-TR-NA;1280x720
457.43;65000;GPU;AA-TR-RE;1920x1080
52.11;16000;CPU;AA-NA-RE;1280x720
253.98;260000;CPU;AA-TR-NA;1280x720
258.96;260000;GPU;AA-NA-NA;1920x1080
8.26;4000;CPU;NA-NA-NA;1920x1080
239.25;260000;CPU;AA-NA-RE;1280x720
230.44;260000;GPU;AA-NA-NA;1440x900
77.41;260000;CPU;NA-TR-NA;1920x1080
94.03;65000;CPU;AA-NA-RE;1280x720
3.63;16000;GPU;NA-NA-NA;1280x720
633.64;260000;CPU;AA-TR-RE;1920x1080
4.38;4000;GPU;NA-NA-RE;1920x1080
7.66;1000;GPU;AA-TR-RE;1440x900
71.10;16000;CPU;AA-NA-RE;1440x900
120.93;65000;GPU;AA-TR-NA;1440x900
1.54;1000;GPU;NA-TR-RE;1280x720
8.20;4000;CPU;NA-TR-RE;1280x720
18.11;1000;CPU;AA-TR-NA;1280x720
37.42;16000;CPU;AA-NA-NA;1280x720
19.51;1000;CPU;AA-NA-NA;1440x900
24.39;4000;CPU;AA-NA-NA;1280x720
1.59;1000;GPU;NA-NA-RE;1920x1080
234.59;65000;CPU;AA-TR-RE;1440x900
64.79;16000;GPU;AA-NA-RE;1920x1080
59.74;65000;GPU;AA-NA-NA;1440x900
315.00;260000;CPU;AA-TR-NA;1440x900
81.57;260000;CPU;NA-TR-RE;1280x720
3.80;4000;GPU;NA-TR-NA;1440x900
19.10;65000;CPU;NA-NA-RE;1280x720
19.48;1000;CPU;AA-NA-NA;1440x900
21.47;65000;CPU;NA-TR-NA;1280x720
3.68;1000;CPU;NA-TR-NA;1280x720
53.21;4000;CPU;AA-TR-RE;1440x900
253.62;260000;CPU;AA-TR-NA;1280x720
40.09;260000;GPU;NA-NA-NA;1280x720
13.16;16000;CPU;NA-NA-NA;1920x1080
18.24;16000;CPU;NA-NA-RE;1920x1080
4.90;1000;CPU;NA-NA-NA;1920x1080
381.93;260000;CPU;AA-TR-NA;1920x1080
3.81;4000;GPU;NA-TR-NA;1440x900
85.56;260000;GPU;NA-TR-NA;1920x1080
226.57;260000;CPU;AA-NA-NA;1440x900
77.49;260000;CPU;NA-TR-NA;1920x1080
24.46;16000;GPU;AA-NA-NA;1920x1080
56.42;16000;GPU;AA-TR-NA;1920x1080
322.41;260000;GPU;AA-TR-NA;1280x720
3.66;1000;CPU;NA-TR-NA;1280x720
376.89;65000;GPU;AA-TR-RE;1440x900
321.98;260000;GPU;AA-TR-NA;1280x720
5.90;1000;CPU;NA-TR-RE;1920x1080
103.99;260000;CPU;NA-TR-RE;1440x900
22.42;16000;GPU;NA-TR-RE;1280x720
5.23;1000;CPU;NA-NA-RE;1920x1080
17.53;4000;GPU;AA-TR-NA;1440x900
21.02;16000;CPU;NA-TR-NA;1920x1080
21.49;65000;CPU;NA-TR-NA;1280x720
28.64;4000;CPU;AA-NA-RE;1280x720
76.50;65000;GPU;NA-TR-RE;1440x900
21.40;65000;CPU;NA-TR-NA;1280x720
37.56;260000;CPU;NA-NA-NA;1280x720
6.62;1000;GPU;AA-TR-NA;1920x1080
4.60;1000;GPU;AA-NA-NA;1920x1080
633.73;260000;CPU;AA-TR-RE;1920x1080
137.87;65000;GPU;AA-TR-NA;1920x1080
3.96;1000;CPU;NA-TR-RE;1280x720
3.60;16000;GPU;NA-NA-NA;1280x720
4.13;1000;GPU;AA-NA-NA;1440x900
2.16;4000;GPU;NA-NA-NA;1440x900
172.41;65000;CPU;AA-TR-NA;1920x1080
49.03;260000;CPU;NA-NA-RE;1280x720
366.33;260000;CPU;AA-NA-RE;1920x1080
27.95;65000;GPU;NA-NA-RE;1440x900
126.93;65000;CPU;AA-NA-RE;1440x900
12.48;65000;GPU;NA-NA-NA;1440x900
19.52;1000;CPU;AA-TR-RE;1280x720
20.56;16000;GPU;AA-NA-NA;1440x900
24.53;65000;GPU;NA-TR-NA;1440x900
5.58;1000;CPU;NA-TR-NA;1920x1080
16.34;1000;CPU;AA-NA-RE;1280x720
99.31;16000;CPU;AA-TR-RE;1280x720
15.21;1000;CPU;AA-NA-NA;1280x720
51.92;260000;CPU;NA-TR-NA;1280x720
64.08;4000;CPU;AA-TR-RE;1920x1080
23.19;65000;CPU;NA-NA-NA;1920x1080
27.80;65000;CPU;NA-TR-NA;1440x900
61.74;260000;CPU;NA-NA-RE;1440x900
20.79;1000;CPU;AA-NA-RE;1440x900
1.23;1000;GPU;NA-NA-RE;1280x720
10.23;16000;GPU;NA-TR-NA;1440x900
25.43;1000;CPU;AA-NA-RE;1920x1080
258.93;260000;GPU;AA-NA-NA;1920x1080
1.21;1000;GPU;NA-NA-NA;1920x1080
7.70;1000;GPU;AA-TR-RE;1440x900
84.62;16000;CPU;AA-TR-NA;1440x900
35.60;4000;GPU;AA-TR-RE;1920x1080
226.76;260000;CPU;AA-NA-NA;1440x900
22.63;1000;CPU;AA-TR-NA;1440x900
28.60;4000;CPU;AA-NA-RE;1280x720
1.41;1000;GPU;NA-NA-RE;1440x900
26.17;16000;CPU;NA-TR-RE;1440x900
19.51;1000;CPU;AA-NA-NA;1440x900
14.35;16000;CPU;NA-NA-RE;1440x900
402.02;260000;CPU;AA-TR-RE;1280x720
77.53;260000;CPU;NA-TR-NA;1920x1080
1.90;1000;GPU;NA-TR-RE;1440x900
4.63;1000;CPU;NA-TR-NA;1440x900
19.52;1000;CPU;AA-NA-NA;1440x900
27.81;65000;CPU;NA-TR-NA;1440x900
24.12;1000;CPU;AA-TR-RE;1440x900
109.99;16000;GPU;AA-TR-RE;1280x720
22.35;16000;GPU;NA-TR-RE;1280x720
456.78;65000;GPU;AA-TR-RE;1920x1080
105.52;65000;CPU;AA-TR-NA;1280x720
239.26;260000;CPU;AA-NA-RE;1280x720
5.80;4000;CPU;NA-NA-RE;1280x720
137.20;65000;CPU;AA-TR-NA;1440x900
16.29;16000;GPU;AA-NA-NA;1280x720
27.95;65000;GPU;NA-NA-RE;1440x900
126.99;65000;CPU;AA-NA-RE;1440x900
53.79;4000;CPU;AA-TR-NA;1920x1080
35.49;4000;GPU;AA-TR-RE;1920x1080
3.43;1000;GPU;AA-NA-NA;1280x720
4.26;1000;CPU;NA-NA-RE;1440x900
32.71;65000;CPU;NA-NA-RE;1920x1080
5.35;16000;GPU;NA-NA-NA;1920x1080
7.70;1000;GPU;AA-TR-RE;1440x900
74.39;260000;CPU;NA-NA-RE;1920x1080
23.12;65000;CPU;NA-NA-NA;1920x1080
21.33;65000;GPU;NA-NA-RE;1280x720
34.93;65000;CPU;NA-TR-RE;1280x720
1052.99;260000;GPU;AA-TR-RE;1440x900
22.32;16000;GPU;NA-TR-RE;1280x720
50.22;16000;GPU;AA-TR-NA;1440x900
40.57;4000;CPU;AA-TR-RE;1280x720
28.71;16000;GPU;NA-TR-RE;1440x900
170.04;260000;GPU;NA-TR-RE;1280x720
1052.28;260000;GPU;AA-TR-RE;1440x900
509.86;260000;GPU;AA-NA-RE;1920x1080
14.65;4000;GPU;AA-TR-NA;1280x720
302.49;260000;CPU;AA-NA-RE;1440x900
1.82;4000;GPU;NA-NA-NA;1280x720
137.96;65000;GPU;AA-TR-NA;1920x1080
113.93;65000;CPU;AA-NA-NA;1920x1080
5.26;1000;GPU;AA-TR-NA;1280x720
172.59;65000;CPU;AA-TR-NA;1920x1080
226.88;260000;CPU;AA-NA-NA;1440x900
99.36;16000;CPU;AA-TR-RE;1280x720
47.32;65000;CPU;NA-TR-RE;1440x900
1265.52;260000;GPU;AA-TR-RE;1920x1080
98.90;65000;GPU;AA-TR-NA;1280x720
18.06;1000;CPU;AA-TR-NA;1280x720
50.30;16000;GPU;AA-TR-NA;1440x900
10.29;65000;GPU;NA-NA-NA;1280x720
4.20;1000;CPU;NA-NA-RE;1440x900
4.41;4000;GPU;NA-NA-RE;1920x1080
2.52;4000;GPU;NA-NA-NA;1920x1080
16.27;16000;GPU;AA-NA-NA;1280x720
90.12;16000;CPU;AA-NA-RE;1920x1080
53.78;4000;CPU;AA-TR-NA;1920x1080
13.54;4000;GPU;AA-NA-RE;1280x720
12.97;4000;CPU;NA-TR-RE;1920x1080
168.04;65000;GPU;AA-NA-RE;1920x1080
6.61;4000;CPU;NA-NA-NA;1440x900
24.08;1000;CPU;AA-TR-RE;1440x900
3.70;1000;CPU;NA-TR-NA;1280x720
13.46;16000;GPU;NA-NA-RE;1920x1080
57.68;65000;GPU;NA-TR-RE;1280x720
89.89;65000;CPU;AA-NA-NA;1440x900
159.39;16000;GPU;AA-TR-RE;1920x1080
1.58;1000;GPU;NA-TR-RE;1280x720
314.70;260000;CPU;AA-TR-NA;1440x900
838.04;260000;GPU;AA-TR-RE;1280x720
89.85;65000;CPU;AA-NA-NA;1440x900
94.06;65000;CPU;AA-NA-RE;1280x720
5.53;1000;GPU;AA-NA-RE;1440x900
69.56;65000;CPU;AA-NA-NA;1280x720
8.54;16000;GPU;NA-NA-RE;1280x720
2.88;4000;GPU;NA-NA-RE;1280x720
1052.57;260000;GPU;AA-TR-RE;1440x900
20.18;65000;GPU;NA-TR-NA;1280x720
26.42;4000;GPU;AA-TR-RE;1280x720
4.60;1000;GPU;AA-NA-NA;1920x1080
3.42;1000;GPU;AA-NA-NA;1280x720
41.02;16000;GPU;AA-NA-RE;1280x720
272.69;260000;CPU;AA-NA-NA;1920x1080
17.53;4000;GPU;AA-NA-RE;1440x900
127.90;260000;CPU;NA-TR-RE;1920x1080
161.64;65000;CPU;AA-NA-RE;1920x1080
22.63;1000;CPU;AA-TR-NA;1440x900
68.75;65000;GPU;AA-NA-NA;1920x1080
515.12;260000;CPU;AA-TR-RE;1440x900
322.71;260000;GPU;AA-TR-NA;1280x720
63.92;260000;CPU;NA-TR-NA;1440x900
20.97;16000;CPU;NA-TR-NA;1920x1080
53.83;4000;CPU;AA-TR-NA;1920x1080
4.50;16000;GPU;NA-NA-NA;1440x900
173.41;65000;CPU;AA-TR-RE;1280x720
182.07;260000;CPU;AA-NA-NA;1280x720
24.65;65000;GPU;NA-TR-NA;1440x900
14.67;4000;GPU;AA-TR-NA;1280x720
25.69;65000;CPU;NA-NA-RE;1440x900
44.28;4000;CPU;AA-TR-NA;1440x900
74.45;260000;CPU;NA-NA-RE;1920x1080
22.65;1000;CPU;AA-TR-NA;1440x900
1.71;1000;GPU;NA-TR-NA;1920x1080
1.41;1000;GPU;NA-TR-NA;1440x900
14.23;65000;CPU;NA-NA-NA;1280x720
10.76;4000;CPU;NA-TR-RE;1440x900
352.05;260000;GPU;AA-NA-RE;1280x720
6.68;1000;GPU;AA-TR-RE;1280x720
61.46;260000;CPU;NA-NA-RE;1440x900
1.22;1000;GPU;NA-NA-NA;1440x900
16.32;16000;GPU;AA-NA-NA;1280x720
7.67;1000;GPU;AA-TR-RE;1440x900
126.94;65000;CPU;AA-NA-RE;1440x900
156.03;16000;CPU;AA-TR-RE;1920x1080
3.02;4000;GPU;NA-NA-RE;1280x720
137.04;65000;GPU;AA-NA-RE;1440x900
421.07;260000;GPU;AA-TR-NA;1920x1080
6.66;1000;GPU;AA-TR-RE;1280x720
9.43;4000;GPU;AA-NA-NA;1440x900
89.79;65000;CPU;AA-NA-NA;1440x900
113.97;65000;CPU;AA-NA-NA;1920x1080
70.98;16000;CPU;AA-NA-RE;1440x900
137.32;65000;CPU;AA-TR-NA;1440x900
1.44;1000;GPU;NA-NA-RE;1440x900
14.19;65000;GPU;NA-NA-NA;1920x1080
5.94;1000;GPU;AA-NA-RE;1920x1080
10.31;65000;GPU;NA-NA-NA;1280x720
47.34;260000;GPU;NA-NA-NA;1440x900
75.46;260000;GPU;NA-TR-NA;1440x900
18.09;16000;CPU;NA-NA-RE;1920x1080
40.69;4000;CPU;AA-TR-RE;1280x720
7.54;4000;GPU;NA-TR-RE;1920x1080
103.57;260000;GPU;NA-NA-RE;1920x1080
4.54;1000;GPU;AA-NA-RE;1280x720
23.87;1000;CPU;AA-NA-NA;1920x1080
19.60;4000;GPU;AA-TR-NA;1920x1080
402.24;260000;CPU;AA-TR-RE;1280x720
11.06;4000;GPU;AA-NA-NA;1920x1080
10.14;16000;CPU;NA-NA-NA;1440x900
35.62;4000;GPU;AA-TR-RE;1920x1080
4.09;1000;GPU;AA-NA-NA;1440x900
20.81;1000;CPU;AA-NA-RE;1440x900
57.81;65000;GPU;NA-TR-RE;1280x720
4.92;1000;CPU;NA-TR-RE;1440x900
37.46;260000;CPU;NA-NA-NA;1280x720
182.01;260000;CPU;AA-NA-NA;1280x720
8.94;4000;CPU;NA-TR-NA;1440x900
13.26;16000;CPU;NA-TR-NA;1280x720
295.12;65000;CPU;AA-TR-RE;1920x1080
21.48;65000;CPU;NA-TR-NA;1280x720
28.98;1000;CPU;AA-TR-RE;1920x1080
6.79;1000;GPU;AA-TR-RE;1280x720
19.82;4000;GPU;AA-NA-RE;1920x1080
40.03;260000;GPU;NA-NA-NA;1280x720
65.51;16000;CPU;AA-TR-NA;1280x720
3.32;1000;CPU;NA-NA-RE;1280x720
6.85;4000;CPU;NA-TR-NA;1280x720
127.99;260000;CPU;NA-TR-RE;1920x1080
128.00;260000;CPU;NA-TR-RE;1920x1080
32.72;65000;CPU;NA-NA-RE;1920x1080
137.22;65000;CPU;AA-TR-NA;1440x900
173.41;65000;CPU;AA-TR-RE;1280x720
7.51;4000;GPU;AA-NA-NA;1280x720
33.80;4000;CPU;AA-TR-NA;1280x720
4.33;4000;GPU;NA-TR-NA;1920x1080
421.73;260000;GPU;AA-TR-NA;1920x1080
18.99;65000;CPU;NA-NA-RE;1280x720
71.83;260000;GPU;NA-NA-RE;1280x720
3.76;4000;GPU;NA-NA-RE;1440x900
272.66;260000;CPU;AA-NA-NA;1920x1080
