Tiempo;Objetos;Arquitectura;Efectos;Resolucion
72.18;260000;GPU;NA-NA-RE;1280x720
40.61;4000;CPU;AA-NA-NA;1920x1080
64.95;16000;CPU;AA-NA-NA;1920x1080
4.02;1000;CPU;NA-NA-NA;1440x900
1.47;1000;GPU;NA-NA-RE;1440x900
193.80;260000;GPU;AA-NA-NA;1280x720
32.10;4000;GPU;AA-TR-RE;1440x900
28.81;1000;CPU;AA-TR-RE;1920x1080
2.65;4000;GPU;NA-NA-NA;1920x1080
3.69;1000;CPU;NA-TR-NA;1280x720
17.54;4000;GPU;AA-NA-RE;1440x900
20.95;16000;CPU;NA-TR-NA;1920x1080
4.03;1000;CPU;NA-NA-NA;1440x900
458.56;65000;GPU;AA-TR-RE;1920x1080
231.25;260000;GPU;AA-NA-NA;1440x900
48.74;260000;CPU;NA-NA-RE;1280x720
8.30;4000;CPU;NA-NA-NA;1920x1080
14.39;16000;CPU;NA-NA-RE;1440x900
27.36;1000;CPU;AA-TR-NA;1920x1080
14.76;4000;GPU;AA-TR-NA;1280x720
7.60;16000;CPU;NA-NA-NA;1280x720
5.24;1000;CPU;NA-NA-RE;1920x1080
53.32;4000;CPU;AA-TR-RE;1440x900
11.71;16000;GPU;NA-TR-NA;1920x1080
5.55;1000;CPU;NA-TR-NA;1920x1080
3.09;4000;GPU;NA-NA-RE;1280x720
1.58;1000;GPU;NA-TR-NA;1920x1080
19.96;16000;CPU;NA-TR-RE;1280x720
14.18;65000;CPU;NA-NA-NA;1280x720
295.08;65000;CPU;AA-TR-RE;1920x1080
161.75;65000;CPU;AA-NA-RE;1920x1080
295.12;65000;CPU;AA-TR-RE;1920x1080
18.18;1000;CPU;AA-TR-NA;1280x720
25.70;65000;CPU;NA-NA-RE;1440x900
10.78;4000;CPU;NA-TR-RE;1440x900
74.36;260000;CPU;NA-NA-RE;1920x1080
4.95;1000;CPU;NA-NA-NA;1920x1080
104.20;260000;CPU;NA-TR-RE;1440x900
33.85;4000;CPU;AA-TR-NA;1280x720
1.06;1000;GPU;NA-NA-NA;1280x720
61.66;260000;CPU;NA-NA-RE;1440x900
13.24;16000;CPU;NA-TR-NA;1280x720
104.16;16000;CPU;AA-TR-NA;1920x1080
8.80;16000;GPU;NA-TR-NA;1280x720
1.78;1000;GPU;NA-TR-RE;1440x900
137.04;65000;GPU;AA-NA-RE;1440x900
81.28;260000;CPU;NA-TR-RE;1280x720
28.71;16000;GPU;NA-TR-RE;1440x900
18.26;65000;CPU;NA-NA-NA;1440x900
10.71;4000;CPU;NA-TR-RE;1440x900
17.12;16000;CPU;NA-TR-NA;1440x900
15.27;1000;CPU;AA-NA-NA;1280x720
13.57;4000;GPU;AA-NA-RE;1280x720
226.84;260000;CPU;AA-NA-NA;1440x900
8.80;16000;GPU;NA-TR-NA;1280x720
8.24;1000;GPU;AA-TR-RE;1920x1080
17.39;4000;GPU;AA-TR-NA;1440x900
253.66;260000;CPU;AA-TR-NA;1280x720
372.52;260000;GPU;AA-TR-NA;1440x900
19.40;1000;CPU;AA-NA-NA;1440x900
55.54;260000;CPU;NA-NA-NA;1920x1080
130.28;16000;CPU;AA-TR-RE;1440x900
4.71;1000;GPU;AA-NA-RE;1280x720
27.75;65000;CPU;NA-TR-NA;1440x900
1.15;1000;GPU;NA-NA-NA;1440x900
402.39;260000;CPU;AA-TR-RE;1280x720
182.14;260000;CPU;AA-NA-NA;1280x720
167.97;65000;GPU;AA-NA-RE;1920x1080
5.99;1000;GPU;AA-NA-RE;1920x1080
13.09;16000;CPU;NA-NA-NA;1920x1080
8.78;16000;GPU;NA-TR-NA;1280x720
99.12;16000;CPU;AA-TR-RE;1280x720
24.04;1000;CPU;AA-NA-NA;1920x1080
422.68;260000;GPU;AA-TR-NA;1920x1080
8.21;4000;CPU;NA-NA-NA;1920x1080
15.22;1000;CPU;AA-NA-NA;1280x720
48.91;260000;CPU;NA-NA-RE;1280x720
1.00;1000;GPU;NA-NA-NA;1280x720
28.63;16000;GPU;NA-TR-RE;1440x900
52.13;16000;CPU;AA-NA-RE;1280x720
92.65;65000;GPU;NA-TR-RE;1920x1080
168.15;65000;GPU;AA-NA-RE;1920x1080
3.32;1000;CPU;NA-NA-RE;1280x720
21.22;65000;GPU;NA-NA-RE;1280x720
3.52;16000;GPU;NA-NA-NA;1280x720
37.35;260000;CPU;NA-NA-NA;1280x720
1.57;1000;GPU;NA-TR-NA;1440x900
3.32;1000;CPU;NA-NA-RE;1280x720
302.72;260000;CPU;AA-NA-RE;1440x900
130.33;16000;CPU;AA-TR-RE;1440x900
31.44;16000;CPU;NA-TR-RE;1920x1080
3.31;4000;GPU;NA-TR-NA;1280x720
372.28;260000;GPU;AA-TR-NA;1440x900
159.96;16000;GPU;AA-TR-RE;1920x1080
56.77;16000;GPU;AA-TR-NA;1920x1080
26.28;16000;CPU;NA-TR-RE;1440x900
13.60;4000;GPU;AA-NA-RE;1280x720
2.51;4000;GPU;NA-NA-NA;1920x1080
5.15;1000;GPU;AA-TR-NA;1280x720
5.52;4000;GPU;NA-TR-RE;1280x720
4.39;16000;GPU;NA-NA-NA;1440x900
50.22;16000;GPU;AA-TR-NA;1440x900
81.34;260000;CPU;NA-TR-RE;1280x720
383.40;260000;CPU;AA-TR-NA;1920x1080
24.03;1000;CPU;AA-NA-NA;1920x1080
7.58;16000;CPU;NA-NA-NA;1280x720
3.66;16000;GPU;NA-NA-NA;1280x720
71.07;16000;CPU;AA-NA-RE;1440x900
49.34;65000;GPU;AA-NA-NA;1280x720
64.76;16000;CPU;AA-NA-NA;1920x1080
6.10;1000;GPU;AA-TR-NA;1440x900
172.50;65000;CPU;AA-TR-NA;1920x1080
59.43;65000;CPU;NA-TR-RE;1920x1080
173.26;65000;CPU;AA-TR-RE;1280x720
68.72;65000;GPU;AA-NA-NA;1920x1080
47.12;65000;CPU;NA-TR-RE;1440x900
69.50;65000;CPU;AA-NA-NA;1280x720
23.21;65000;CPU;NA-NA-NA;1920x1080
5.62;1000;GPU;AA-NA-RE;1440x900
11.15;16000;GPU;NA-NA-RE;1440x900
156.10;16000;CPU;AA-TR-RE;1920x1080
5.25;1000;CPU;NA-NA-RE;1920x1080
1.47;1000;GPU;NA-NA-RE;1440x900
8.21;1000;GPU;AA-TR-RE;1920x1080
239.21;260000;CPU;AA-NA-RE;1280x720
47.62;4000;CPU;AA-NA-RE;1920x1080
6.10;1000;GPU;AA-TR-NA;1440x900
3.12;1000;CPU;NA-NA-NA;1280x720
285.26;65000;GPU;AA-TR-RE;1280x720
20.31;65000;GPU;NA-TR-NA;1280x720
1.51;1000;GPU;NA-NA-RE;1920x1080
3.97;1000;CPU;NA-NA-NA;1440x900
2.02;1000;GPU;NA-TR-RE;1920x1080
257.88;260000;GPU;NA-TR-RE;1920x1080
47.59;260000;GPU;NA-NA-NA;1440x900
9.61;4000;CPU;NA-NA-RE;1920x1080
76.87;65000;GPU;NA-TR-RE;1440x900
9.58;4000;CPU;NA-NA-RE;1920x1080
7.63;4000;GPU;NA-TR-RE;1920x1080
32.50;4000;CPU;AA-NA-NA;1440x900
24.17;1000;CPU;AA-TR-RE;1440x900
294.85;65000;CPU;AA-TR-RE;1920x1080
39.97;260000;GPU;NA-NA-NA;1280x720
53.25;4000;CPU;AA-TR-RE;1440x900
302.77;260000;CPU;AA-NA-RE;1440x900
7.62;16000;CPU;NA-NA-NA;1280x720
27.35;1000;CPU;AA-TR-NA;1920x1080
53.10;260000;GPU;NA-NA-NA;1920x1080
16.34;1000;CPU;AA-NA-RE;1280x720
114.06;65000;CPU;AA-NA-NA;1920x1080
85.81;260000;GPU;NA-TR-NA;1920x1080
257.35;260000;GPU;NA-TR-RE;1920x1080
60.12;65000;GPU;AA-NA-NA;1440x900
5.17;1000;GPU;AA-TR-NA;1280x720
38.26;4000;CPU;AA-NA-RE;1440x900
5.64;4000;GPU;NA-TR-RE;1280x720
20.46;16000;GPU;AA-NA-NA;1440x900
25.66;65000;CPU;NA-NA-RE;1440x900
257.82;260000;GPU;NA-TR-RE;1920x1080
72.16;260000;GPU;NA-NA-RE;1280x720
19.88;16000;CPU;NA-TR-RE;1280x720
7.60;16000;CPU;NA-NA-NA;1280x720
381.77;260000;CPU;AA-TR-NA;1920x1080
440.12;260000;GPU;AA-NA-RE;1440x900
55.57;260000;CPU;NA-NA-NA;1920x1080
64.14;260000;CPU;NA-TR-NA;1440x900
6.84;1000;GPU;AA-TR-RE;1280x720
34.19;65000;GPU;NA-NA-RE;1920x1080
140.98;16000;GPU;AA-TR-RE;1440x900
10.12;16000;CPU;NA-NA-NA;1440x900
89.82;65000;CPU;AA-NA-NA;1440x900
68.67;65000;GPU;AA-NA-NA;1920x1080
1.54;1000;GPU;NA-TR-RE;1280x720
1.22;1000;GPU;NA-TR-NA;1280x720
24.41;16000;GPU;AA-NA-NA;1920x1080
130.20;16000;CPU;AA-TR-RE;1440x900
53.78;4000;CPU;AA-TR-NA;1920x1080
103.48;65000;GPU;AA-NA-RE;1280x720
4.92;4000;CPU;NA-NA-NA;1280x720
4.25;1000;CPU;NA-NA-RE;1440x900
44.26;4000;CPU;AA-TR-NA;1440x900
28.64;4000;CPU;AA-NA-RE;1280x720
34.38;65000;GPU;NA-NA-RE;1920x1080
65.65;260000;GPU;NA-TR-NA;1280x720
1.48;1000;GPU;NA-NA-RE;1920x1080
40.05;260000;GPU;NA-NA-NA;1280x720
76.80;65000;GPU;NA-TR-RE;1440x900
366.02;260000;CPU;AA-NA-RE;1920x1080
2.12;1000;GPU;NA-TR-RE;1920x1080
51.93;260000;CPU;NA-TR-NA;1280x720
37.58;260000;CPU;NA-NA-NA;1280x720
19.15;65000;CPU;NA-NA-RE;1280x720
105.64;65000;CPU;AA-TR-NA;1280x720
6.87;4000;CPU;NA-TR-NA;1280x720
104.26;260000;CPU;NA-TR-RE;1440x900
3.66;16000;GPU;NA-NA-NA;1280x720
75.56;260000;GPU;NA-TR-NA;1440x900
90.16;16000;CPU;AA-NA-RE;1920x1080
40.80;4000;CPU;AA-NA-NA;1920x1080
61.71;260000;CPU;NA-NA-RE;1440x900
120.73;65000;GPU;AA-TR-NA;1440x900
14.27;16000;CPU;NA-NA-RE;1440x900
302.55;260000;CPU;AA-NA-RE;1440x900
182.11;260000;CPU;AA-NA-NA;1280x720
11.08;4000;GPU;AA-NA-NA;1920x1080
1056.61;260000;GPU;AA-TR-RE;1440x900
42.32;16000;GPU;AA-TR-NA;1280x720
59.26;65000;CPU;NA-TR-RE;1920x1080
42.31;16000;GPU;AA-TR-NA;1280x720
10.55;16000;CPU;NA-NA-RE;1280x720
110.11;16000;GPU;AA-TR-RE;1280x720
35.68;4000;GPU;AA-TR-RE;1920x1080
59.29;65000;CPU;NA-TR-RE;1920x1080
8.37;1000;GPU;AA-TR-RE;1920x1080
28.05;65000;GPU;NA-TR-NA;1920x1080
17.08;16000;CPU;NA-TR-NA;1440x900
14.40;65000;GPU;NA-NA-NA;1920x1080
21.19;65000;GPU;NA-NA-RE;1280x720
19.96;4000;GPU;AA-NA-RE;1920x1080
47.25;65000;CPU;NA-TR-RE;1440x900
85.87;260000;GPU;NA-TR-NA;1920x1080
6.00;1000;GPU;AA-NA-RE;1920x1080
381.83;260000;CPU;AA-TR-NA;1920x1080
173.29;65000;CPU;AA-TR-RE;1280x720
1.01;1000;GPU;NA-NA-NA;1280x720
127.86;260000;CPU;NA-TR-RE;1920x1080
315.00;260000;CPU;AA-TR-NA;1440x900
7.87;4000;CPU;NA-NA-RE;1440x900
1.04;1000;GPU;NA-NA-NA;1280x720
98.80;65000;GPU;AA-TR-NA;1280x720
10.33;16000;GPU;NA-TR-NA;1440x900
8.69;16000;GPU;NA-TR-NA;1280x720
5.50;4000;GPU;NA-TR-RE;1280x720
6.46;1000;GPU;AA-TR-NA;1920x1080
512.39;260000;GPU;AA-NA-RE;1920x1080
11.26;16000;GPU;NA-NA-RE;1440x900
25.30;1000;CPU;AA-NA-RE;1920x1080
55.71;260000;CPU;NA-NA-NA;1920x1080
75.85;260000;GPU;NA-TR-NA;1440x900
92.73;65000;GPU;NA-TR-RE;1920x1080
1.26;1000;GPU;NA-TR-NA;1280x720
13.18;16000;CPU;NA-TR-NA;1280x720
14.30;16000;CPU;NA-NA-RE;1440x900
28.66;4000;CPU;AA-NA-RE;1280x720
1.85;4000;GPU;NA-NA-NA;1280x720
9.47;4000;GPU;AA-NA-NA;1440x900
372.98;260000;GPU;AA-TR-NA;1440x900
10.32;65000;GPU;NA-NA-NA;1280x720
32.50;4000;CPU;AA-NA-NA;1440x900
94.13;65000;CPU;AA-NA-RE;1280x720
8.39;1000;GPU;AA-TR-RE;1920x1080
137.38;65000;GPU;AA-NA-RE;1440x900
19.40;1000;CPU;AA-TR-RE;1280x720
49.47;65000;GPU;AA-NA-NA;1280x720
239.13;260000;CPU;AA-NA-RE;1280x720
21.01;16000;CPU;NA-TR-NA;1920x1080
33.87;4000;CPU;AA-TR-NA;1280x720
50.28;16000;GPU;AA-TR-NA;1440x900
5.20;1000;CPU;NA-NA-RE;1920x1080
64.17;4000;CPU;AA-TR-RE;1920x1080
11.77;16000;GPU;NA-TR-NA;1920x1080
7.42;4000;GPU;NA-TR-RE;1920x1080
20.00;16000;CPU;NA-TR-RE;1280x720
103.56;65000;GPU;AA-NA-RE;1280x720
32.36;16000;GPU;NA-TR-RE;1920x1080
13.53;4000;GPU;AA-NA-RE;1280x720
6.81;4000;CPU;NA-TR-NA;1280x720
37.32;16000;CPU;AA-NA-NA;1280x720
8.61;16000;GPU;NA-NA-RE;1280x720
27.96;65000;GPU;NA-NA-RE;1440x900
511.81;260000;GPU;AA-NA-RE;1920x1080
50.03;16000;CPU;AA-NA-NA;1440x900
64.13;260000;CPU;NA-TR-NA;1440x900
4.46;4000;GPU;NA-NA-RE;1920x1080
44.32;4000;CPU;AA-TR-NA;1440x900
38.43;4000;CPU;AA-NA-RE;1440x900
1.24;1000;GPU;NA-NA-NA;1440x900
136.90;65000;GPU;AA-NA-RE;1440x900
10.80;4000;CPU;NA-TR-NA;1920x1080
12.99;4000;CPU;NA-TR-RE;1920x1080
6.84;4000;GPU;NA-TR-RE;1440x900
10.33;16000;GPU;NA-TR-NA;1440x900
424.03;260000;GPU;AA-TR-NA;1920x1080
20.71;1000;CPU;AA-NA-RE;1440x900
12.96;4000;CPU;NA-TR-RE;1920x1080
41.20;16000;GPU;AA-NA-RE;1280x720
18.18;16000;CPU;NA-NA-RE;1920x1080
13.61;4000;GPU;AA-NA-RE;1280x720
28.93;1000;CPU;AA-TR-RE;1920x1080
71.10;16000;CPU;AA-NA-RE;1440x900
105.67;65000;CPU;AA-TR-NA;1280x720
104.10;16000;CPU;AA-TR-NA;1920x1080
37.44;16000;CPU;AA-NA-NA;1280x720
839.25;260000;GPU;AA-TR-RE;1280x720
373.61;260000;GPU;AA-TR-NA;1440x900
4.89;1000;CPU;NA-TR-RE;1440x900
10.74;4000;CPU;NA-TR-RE;1440x900
4.72;1000;GPU;AA-NA-NA;1920x1080
402.46;260000;CPU;AA-TR-RE;1280x720
64.22;260000;CPU;NA-TR-NA;1440x900
8.39;1000;GPU;AA-TR-RE;1920x1080
10.32;16000;GPU;NA-TR-NA;1440x900
11.59;16000;GPU;NA-TR-NA;1920x1080
5.89;1000;CPU;NA-TR-RE;1920x1080
302.74;260000;CPU;AA-NA-RE;1440x900
440.20;260000;GPU;AA-NA-RE;1440x900
74.18;260000;CPU;NA-NA-RE;1920x1080
20.84;1000;CPU;AA-NA-RE;1440x900
17.59;4000;GPU;AA-TR-NA;1440x900
37.50;260000;CPU;NA-NA-NA;1280x720
28.27;65000;GPU;NA-TR-NA;1920x1080
32.66;65000;CPU;NA-NA-RE;1920x1080
28.18;65000;GPU;NA-NA-RE;1440x900
42.12;16000;GPU;AA-TR-NA;1280x720
24.41;16000;GPU;AA-NA-NA;1920x1080
18.23;65000;CPU;NA-NA-NA;1440x900
24.36;4000;CPU;AA-NA-NA;1280x720
56.58;16000;GPU;AA-TR-NA;1920x1080
28.88;1000;CPU;AA-TR-RE;1920x1080
28.13;65000;GPU;NA-NA-RE;1440x900
10.86;4000;CPU;NA-TR-NA;1920x1080
1.40;1000;GPU;NA-NA-NA;1920x1080
6.62;4000;CPU;NA-NA-NA;1440x900
172.59;65000;CPU;AA-TR-NA;1920x1080
4.72;1000;GPU;AA-NA-NA;1920x1080
14.65;4000;GPU;AA-TR-NA;1280x720
5.94;1000;GPU;AA-TR-NA;1440x900
1.07;1000;GPU;NA-NA-NA;1440x900
92.49;65000;GPU;NA-TR-RE;1920x1080
7.57;16000;CPU;NA-NA-NA;1280x720
77.44;260000;CPU;NA-TR-NA;1920x1080
5.00;4000;CPU;NA-NA-NA;1280x720
75.68;260000;GPU;NA-TR-NA;1440x900
3.73;4000;GPU;NA-TR-NA;1440x900
34.73;65000;CPU;NA-TR-NA;1920x1080
285.62;65000;GPU;AA-TR-RE;1280x720
64.70;16000;CPU;AA-NA-NA;1920x1080
1.41;1000;GPU;NA-TR-NA;1280x720
3.74;4000;GPU;NA-TR-NA;1440x900
26.18;16000;CPU;NA-TR-RE;1440x900
31.36;16000;CPU;NA-TR-RE;1920x1080
127.03;65000;CPU;AA-NA-RE;1440x900
1.27;1000;GPU;NA-NA-RE;1280x720
98.86;65000;GPU;AA-TR-NA;1280x720
4.59;1000;CPU;NA-TR-NA;1440x900
69.35;65000;CPU;AA-NA-NA;1280x720
77.59;260000;CPU;NA-TR-NA;1920x1080
5.39;16000;GPU;NA-NA-NA;1920x1080
114.10;65000;CPU;AA-NA-NA;1920x1080
16.39;1000;CPU;AA-NA-RE;1280x720
90.26;16000;CPU;AA-NA-RE;1920x1080
26.48;4000;GPU;AA-TR-RE;1280x720
141.06;16000;GPU;AA-TR-RE;1440x900
64.85;16000;GPU;AA-NA-RE;1920x1080
20.58;16000;GPU;AA-NA-NA;1440x900
13.18;16000;CPU;NA-TR-NA;1280x720
4.37;4000;GPU;NA-TR-NA;1920x1080
86.08;260000;GPU;NA-TR-NA;1920x1080
5.77;4000;CPU;NA-NA-RE;1280x720
40.61;4000;CPU;AA-TR-RE;1280x720
59.84;65000;GPU;AA-NA-NA;1440x900
170.38;260000;GPU;NA-TR-RE;1280x720
181.89;260000;CPU;AA-NA-NA;1280x720
1056.43;260000;GPU;AA-TR-RE;1440x900
121.15;65000;GPU;AA-TR-NA;1440x900
17.59;4000;GPU;AA-NA-RE;1440x900
365.51;260000;CPU;AA-NA-RE;1920x1080
3.94;1000;CPU;NA-TR-RE;1280x720
3.90;4000;GPU;NA-NA-RE;1440x900
105.63;65000;CPU;AA-TR-NA;1280x720
46.53;260000;CPU;NA-NA-NA;1440x900
511.86;260000;GPU;AA-NA-RE;1920x1080
32.46;16000;GPU;NA-TR-RE;1920x1080
401.98;260000;CPU;AA-TR-RE;1280x720
12.55;65000;GPU;NA-NA-NA;1440x900
1.61;1000;GPU;NA-TR-NA;1920x1080
13.31;16000;GPU;NA-NA-RE;1920x1080
4.38;16000;GPU;NA-NA-NA;1440x900
272.73;260000;CPU;AA-NA-NA;1920x1080
1.56;1000;GPU;NA-TR-NA;1440x900
25.41;1000;CPU;AA-NA-RE;1920x1080
74.36;260000;CPU;NA-NA-RE;1920x1080
137.42;65000;CPU;AA-TR-NA;1440x900
51.87;260000;CPU;NA-TR-NA;1280x720
127.03;65000;CPU;AA-NA-RE;1440x900
230.75;260000;GPU;AA-NA-NA;1440x900
84.48;16000;CPU;AA-TR-NA;1440x900
353.40;260000;GPU;AA-NA-RE;1280x720
103.90;65000;GPU;AA-NA-RE;1280x720
40.55;4000;CPU;AA-NA-NA;1920x1080
14.37;16000;CPU;NA-NA-RE;1440x900
31.43;16000;CPU;NA-TR-RE;1920x1080
32.42;16000;GPU;NA-TR-RE;1920x1080
47.58;4000;CPU;AA-NA-RE;1920x1080
17.06;16000;CPU;NA-TR-NA;1440x900
8.25;4000;CPU;NA-TR-RE;1280x720
19.58;4000;GPU;AA-TR-NA;1920x1080
231.01;260000;GPU;AA-NA-NA;1440x900
12.46;65000;GPU;NA-NA-NA;1440x900
89.59;260000;GPU;NA-NA-RE;1440x900
9.49;4000;GPU;AA-NA-NA;1440x900
1.22;1000;GPU;NA-NA-NA;1920x1080
11.02;4000;GPU;AA-NA-NA;1920x1080
65.37;16000;CPU;AA-TR-NA;1280x720
4.63;1000;GPU;AA-NA-RE;1280x720
4.28;4000;GPU;NA-NA-RE;1920x1080
19.11;65000;CPU;NA-NA-RE;1280x720
34.84;65000;CPU;NA-TR-NA;1920x1080
170.16;260000;GPU;NA-TR-RE;1280x720
4.22;1000;CPU;NA-NA-RE;1440x900
514.91;260000;CPU;AA-TR-RE;1440x900
377.61;65000;GPU;AA-TR-RE;1440x900
34.38;65000;GPU;NA-NA-RE;1920x1080
11.02;4000;GPU;AA-NA-NA;1920x1080
22.43;16000;GPU;NA-TR-RE;1280x720
84.46;16000;CPU;AA-TR-NA;1440x900
3.03;4000;GPU;NA-NA-RE;1280x720
24.39;4000;CPU;AA-NA-NA;1280x720
28.14;65000;GPU;NA-TR-NA;1920x1080
89.92;65000;CPU;AA-NA-NA;1440x900
51.95;260000;CPU;NA-TR-NA;1280x720
4.94;1000;CPU;NA-TR-RE;1440x900
156.11;16000;CPU;AA-TR-RE;1920x1080
69.60;65000;CPU;AA-NA-NA;1280x720
4.51;16000;GPU;NA-NA-NA;1440x900
34.97;65000;CPU;NA-TR-RE;1280x720
256.43;260000;GPU;NA-TR-RE;1920x1080
49.36;65000;GPU;AA-NA-NA;1280x720
23.99;1000;CPU;AA-TR-RE;1440x900
14.77;4000;GPU;AA-TR-NA;1280x720
38.30;4000;CPU;AA-NA-RE;1440x900
4.45;16000;GPU;NA-NA-NA;1440x900
50.24;16000;GPU;AA-TR-NA;1440x900
5.51;4000;GPU;NA-TR-RE;1280x720
31.95;4000;GPU;AA-TR-RE;1440x900
54.61;16000;GPU;AA-NA-RE;1440x900
63.91;260000;CPU;NA-TR-NA;1440x900
4.59;1000;CPU;NA-TR-NA;1440x900
314.99;260000;CPU;AA-TR-NA;1440x900
213.21;260000;GPU;NA-TR-RE;1440x900
34.21;65000;GPU;NA-NA-RE;1920x1080
46.26;260000;CPU;NA-NA-NA;1440x900
1271.99;260000;GPU;AA-TR-RE;1920x1080
34.67;65000;CPU;NA-TR-NA;1920x1080
84.72;16000;CPU;AA-TR-NA;1440x900
11.75;16000;GPU;NA-TR-NA;1920x1080
31.93;4000;GPU;AA-TR-RE;1440x900
47.30;260000;GPU;NA-NA-NA;1440x900
5.44;1000;GPU;AA-NA-RE;1440x900
